[DEBUG] 2019-11-11 19:56:46.996 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2019-11-11 19:56:47.082 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2019-11-11 19:56:47.118 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2019-11-11 19:56:47.599 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2019-11-11 19:56:47.605 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2019-11-11 19:56:49.494 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2019-11-11 19:56:49.495 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2019-11-11 19:56:49.507 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2019-11-11 19:56:50.513 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2019-11-11 19:56:50.538 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2019-11-11 19:56:50.538 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2019-11-11 19:56:50.580 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2019-11-11 19:56:50.623 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@154bd49b
[DEBUG] 2019-11-11 19:56:50.623 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@154bd49b
[DEBUG] 2019-11-11 19:56:50.623 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@154bd49b
[DEBUG] 2019-11-11 19:56:50.624 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@67fc2aad
[DEBUG] 2019-11-11 19:56:50.629 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@472698d
[DEBUG] 2019-11-11 19:56:50.632 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@39fa8ad2
[DEBUG] 2019-11-11 19:56:50.634 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@33a3c44a
[DEBUG] 2019-11-11 19:56:50.635 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@33a3c44a
[DEBUG] 2019-11-11 19:56:50.635 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@33a3c44a
[DEBUG] 2019-11-11 19:56:50.636 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@28501a4b
[DEBUG] 2019-11-11 19:56:50.639 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@28501a4b
[DEBUG] 2019-11-11 19:56:50.639 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@28501a4b
[DEBUG] 2019-11-11 19:56:50.696 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@66c38e51
[DEBUG] 2019-11-11 19:56:50.699 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@66c38e51
[DEBUG] 2019-11-11 19:56:50.699 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@66c38e51
[DEBUG] 2019-11-11 19:56:50.700 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@4422dd48
[DEBUG] 2019-11-11 19:56:50.700 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@4422dd48
[DEBUG] 2019-11-11 19:56:50.700 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@4422dd48
[DEBUG] 2019-11-11 19:56:50.704 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@12968227
[DEBUG] 2019-11-11 19:56:50.704 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@12968227
[DEBUG] 2019-11-11 19:56:50.704 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@12968227
[DEBUG] 2019-11-11 19:56:50.706 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@2a066689
[DEBUG] 2019-11-11 19:56:50.706 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@2a066689
[DEBUG] 2019-11-11 19:56:50.706 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@2a066689
[DEBUG] 2019-11-11 19:56:50.707 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@79d06bbd
[DEBUG] 2019-11-11 19:56:50.707 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@79d06bbd
[DEBUG] 2019-11-11 19:56:50.707 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@79d06bbd
[DEBUG] 2019-11-11 19:56:50.708 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@3efedc6f
[DEBUG] 2019-11-11 19:56:50.708 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@3efedc6f
[DEBUG] 2019-11-11 19:56:50.725 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@3531f3ca
[DEBUG] 2019-11-11 19:56:50.726 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@3531f3ca
[DEBUG] 2019-11-11 19:56:50.728 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@5e671e20
[DEBUG] 2019-11-11 19:56:50.728 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@5e671e20
[DEBUG] 2019-11-11 19:56:50.728 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@5e8cda75
[DEBUG] 2019-11-11 19:56:50.730 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@6fd12c5
[DEBUG] 2019-11-11 19:56:50.730 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@149debbb
[DEBUG] 2019-11-11 19:56:50.731 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@149debbb
[DEBUG] 2019-11-11 19:56:50.731 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@131ff6fa
[DEBUG] 2019-11-11 19:56:50.732 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@131ff6fa
[DEBUG] 2019-11-11 19:56:50.747 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@61af1510
[DEBUG] 2019-11-11 19:56:50.750 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@61af1510
[DEBUG] 2019-11-11 19:56:50.755 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@3901f6af
[DEBUG] 2019-11-11 19:56:50.755 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@3901f6af
