[DEBUG] 2019-12-02 18:49:07.630 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2019-12-02 18:49:07.638 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2019-12-02 18:49:07.642 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2019-12-02 18:49:07.742 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2019-12-02 18:49:07.746 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2019-12-02 18:49:08.088 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2019-12-02 18:49:08.090 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2019-12-02 18:49:08.101 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2019-12-02 18:49:08.411 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2019-12-02 18:49:08.427 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2019-12-02 18:49:08.427 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2019-12-02 18:49:08.442 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2019-12-02 18:49:08.472 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@4554de02
[DEBUG] 2019-12-02 18:49:08.472 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@4554de02
[DEBUG] 2019-12-02 18:49:08.472 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@4554de02
[DEBUG] 2019-12-02 18:49:08.474 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@4422dd48
[DEBUG] 2019-12-02 18:49:08.477 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@ad3324b
[DEBUG] 2019-12-02 18:49:08.477 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@144ab54
[DEBUG] 2019-12-02 18:49:08.480 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@5e2a3040
[DEBUG] 2019-12-02 18:49:08.480 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@5e2a3040
[DEBUG] 2019-12-02 18:49:08.480 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@5e2a3040
[DEBUG] 2019-12-02 18:49:08.481 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@5bb51241
[DEBUG] 2019-12-02 18:49:08.484 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@5bb51241
[DEBUG] 2019-12-02 18:49:08.484 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@5bb51241
[DEBUG] 2019-12-02 18:49:08.485 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@6c42f2a1
[DEBUG] 2019-12-02 18:49:08.485 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@6c42f2a1
[DEBUG] 2019-12-02 18:49:08.485 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@6c42f2a1
[DEBUG] 2019-12-02 18:49:08.485 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@4867ab9f
[DEBUG] 2019-12-02 18:49:08.487 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@4867ab9f
[DEBUG] 2019-12-02 18:49:08.487 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@4867ab9f
[DEBUG] 2019-12-02 18:49:08.488 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@46c3a14d
[DEBUG] 2019-12-02 18:49:08.488 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@46c3a14d
[DEBUG] 2019-12-02 18:49:08.488 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@46c3a14d
[DEBUG] 2019-12-02 18:49:08.488 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@1de0a46c
[DEBUG] 2019-12-02 18:49:08.488 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@1de0a46c
[DEBUG] 2019-12-02 18:49:08.488 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@1de0a46c
[DEBUG] 2019-12-02 18:49:08.490 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@25cd49a4
[DEBUG] 2019-12-02 18:49:08.490 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@25cd49a4
[DEBUG] 2019-12-02 18:49:08.491 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@25cd49a4
[DEBUG] 2019-12-02 18:49:08.492 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@43b40233
[DEBUG] 2019-12-02 18:49:08.492 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@43b40233
[DEBUG] 2019-12-02 18:49:08.495 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@35cd68d4
[DEBUG] 2019-12-02 18:49:08.495 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@35cd68d4
[DEBUG] 2019-12-02 18:49:08.496 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@2eadc9f6
[DEBUG] 2019-12-02 18:49:08.496 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@2eadc9f6
[DEBUG] 2019-12-02 18:49:08.496 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@778d82e9
[DEBUG] 2019-12-02 18:49:08.496 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@d8d9199
[DEBUG] 2019-12-02 18:49:08.500 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@b835727
[DEBUG] 2019-12-02 18:49:08.500 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@b835727
[DEBUG] 2019-12-02 18:49:08.501 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@319c3a25
[DEBUG] 2019-12-02 18:49:08.501 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@319c3a25
[DEBUG] 2019-12-02 18:49:08.508 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@4e1ce44
[DEBUG] 2019-12-02 18:49:08.509 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@4e1ce44
[DEBUG] 2019-12-02 18:49:08.512 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@7173ae5b
[DEBUG] 2019-12-02 18:49:08.512 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@7173ae5b
[DEBUG] 2019-12-02 18:49:08.513 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@bfc14b9
[DEBUG] 2019-12-02 18:49:08.513 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@bfc14b9
[DEBUG] 2019-12-02 18:49:08.514 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@43d38654
[DEBUG] 2019-12-02 18:49:08.514 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@43d38654
[DEBUG] 2019-12-02 18:49:08.516 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@4fc142ec
[DEBUG] 2019-12-02 18:49:08.516 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@4fc142ec
[DEBUG] 2019-12-02 18:49:08.520 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@1dd7796b
[DEBUG] 2019-12-02 18:49:08.520 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@1dd7796b
[DEBUG] 2019-12-02 18:49:08.521 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@396639b
[DEBUG] 2019-12-02 18:49:08.522 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@396639b
[DEBUG] 2019-12-02 18:49:08.523 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@12d1f1d4
[DEBUG] 2019-12-02 18:49:08.523 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@12d1f1d4
[DEBUG] 2019-12-02 18:49:08.525 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@f679798
[DEBUG] 2019-12-02 18:49:08.525 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@f679798
[DEBUG] 2019-12-02 18:49:08.526 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@8f2098e
[DEBUG] 2019-12-02 18:49:08.526 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@8f2098e
[DEBUG] 2019-12-02 18:49:08.526 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@8f2098e
[DEBUG] 2019-12-02 18:49:08.527 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@8a2a6a
[DEBUG] 2019-12-02 18:49:08.530 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@10bea4
[DEBUG] 2019-12-02 18:49:08.530 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@10bea4
[DEBUG] 2019-12-02 18:49:08.530 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@10bea4
[DEBUG] 2019-12-02 18:49:08.531 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@4cb40e3b
[DEBUG] 2019-12-02 18:49:08.532 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@ac20bb4
[DEBUG] 2019-12-02 18:49:08.532 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@ac20bb4
