[DEBUG] 2019-11-26 12:49:21.298 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2019-11-26 12:49:21.302 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2019-11-26 12:49:21.307 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2019-11-26 12:49:21.372 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2019-11-26 12:49:21.374 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2019-11-26 12:49:21.648 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2019-11-26 12:49:21.651 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2019-11-26 12:49:21.662 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2019-11-26 12:49:22.010 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2019-11-26 12:49:22.043 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2019-11-26 12:49:22.043 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2019-11-26 12:49:22.069 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2019-11-26 12:49:22.108 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@6e33fcae
[DEBUG] 2019-11-26 12:49:22.108 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@6e33fcae
[DEBUG] 2019-11-26 12:49:22.108 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@6e33fcae
[DEBUG] 2019-11-26 12:49:22.109 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@4554de02
[DEBUG] 2019-11-26 12:49:22.114 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@4422dd48
[DEBUG] 2019-11-26 12:49:22.114 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@ad3324b
[DEBUG] 2019-11-26 12:49:22.115 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@6c518474
[DEBUG] 2019-11-26 12:49:22.115 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@6c518474
[DEBUG] 2019-11-26 12:49:22.115 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@6c518474
[DEBUG] 2019-11-26 12:49:22.118 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@9e2ad91
